紀錄時間,類別,機組,發電量(MW),備註
2026-01-19 07:32,抽蓄水力(Pumped Hydro),大觀二#4,250.0,0.000%
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#1,267.0,0.000%
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#2,267.0,0.000%
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#3,267.0,0.000%
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#4,267.0,0.000%
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#5,267.0,0.000%
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#6,267.0,0.000%
2026-01-19 07:32,電池(Battery),電池(註16),811.8,2.131%
2026-01-19 07:32,,小計,3413.8(5.918%),
2026-01-19 07:32,抽蓄水力(Pumped Hydro),大觀二#1,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),大觀二#2,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),大觀二#3,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),大觀二#4,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#1,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#2,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#3,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#4,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#5,-,-
2026-01-19 07:32,抽蓄水力(Pumped Hydro),明潭#6,-,-
2026-01-19 07:32,電池(Battery),電池(註16),-,-
2026-01-19 11:25,,林口#1,800.0,94.287%
2026-01-19 11:25,,林口#2,800.0,0.000%
2026-01-19 11:25,,林口#3,800.0,94.512%
2026-01-19 11:25,,台中#1,550.0,82.782%
2026-01-19 11:25,,台中#2,550.0,81.491%
2026-01-19 11:25,,台中#3,550.0,79.236%
2026-01-19 11:25,,台中#4,550.0,0.000%
2026-01-19 11:25,,台中#5,550.0,82.600%
2026-01-19 11:25,,台中#6,550.0,0.000%
2026-01-19 11:25,,台中#7,550.0,83.055%
2026-01-19 11:25,,台中#8,550.0,83.582%
2026-01-19 11:25,,台中#9,550.0,0.000%
2026-01-19 11:25,,台中#10,550.0,93.909%
2026-01-19 11:25,,興達#1(註15),-,-
2026-01-19 11:25,,興達#2(註15),-,-
2026-01-19 11:25,,興達#3(註15),-,-
2026-01-19 11:25,,興達#4(註12),550.0,0.000%
2026-01-19 11:25,,大林#1,800.0,0.000%
2026-01-19 11:25,,大林#2,800.0,94.738%
2026-01-19 11:25,,小計,10050.0(17.423%),
2026-01-19 11:25,,汽電共生,631.4,-
2026-01-19 11:25,,小計,631.4(1.095%),
2026-01-19 11:25,,和平#1,648.6,92.961%
2026-01-19 11:25,,和平#2,660.0,89.182%
2026-01-19 11:25,,小計,1308.6(2.269%),
2026-01-19 11:25,,大潭CC#1,742.7,0.000%
2026-01-19 11:25,,大潭CC#2,742.7,58.610%
2026-01-19 11:25,,大潭CC#3,724.7,92.880%
2026-01-19 11:25,,大潭CC#4,724.7,82.048%
2026-01-19 11:25,,大潭CC#5,724.7,90.700%
2026-01-19 11:25,,大潭CC#6,724.7,87.857%
2026-01-19 11:25,,大潭CC#7(註10),-,-
2026-01-19 11:25,,大潭CC#8,1123.6,0.000%
2026-01-19 11:25,,大潭CC#9,1123.6,99.695%
2026-01-19 11:25,,通霄CC#1,892.6,101.736%
2026-01-19 11:25,,通霄CC#2,892.6,102.420%
2026-01-19 11:25,,通霄CC#3,892.6,102.778%
2026-01-19 11:25,,通霄CC#6,321.2,95.953%
2026-01-19 11:25,,通霄GT#9,180.9,0.000%
2026-01-19 11:25,,台中CC#1(註10),-,-
2026-01-19 11:25,,興達新CC#1,1300.0,0.000%
2026-01-19 11:25,,興達新CC#2(註10),-,-
2026-01-19 11:25,,興達CC#1,445.2,47.440%
2026-01-19 11:25,,興達CC#2,445.2,49.956%
2026-01-19 11:25,,興達CC#3,445.2,0.000%
